지점,일시,평균기온(°C),최저기온(°C),최고기온(°C)  119,2019-10-01,22,15.7,27.4
119,2019-10-02,21.9,20.4,23.8
119,2019-10-03,22.8,19.9,27.8
119,2019-10-04,21.9,17.8,26.9
119,2019-10-05,18.9,15.7,22
